Nosecone Weight,Nosecone Length,Diameter,Airframe Length,Airframe Weight,Calipers,CG,Mass,Surface Area,I_z,I_x
0.32,0.25,0.15875,1.45,1.2,1.27,1.38,1.52,0.816796371,0.004385072,0.409752419
