Nosecone Weight,Nosecone Length,Diameter,Airframe Length,Airframe Weight,Calipers,CG Location,Total Weight,Surface Area,I_y,I_x
0.165,0.27432,0.1016,0.7239,3.085,7,0.3556,3.25,11.31533928,0.004108379,0.165832933
