Nosecone Weight,Nosecone Length,Diameter,Airframe Length,Airframe Weight,CP,CG,Mass,Surface Area,I_z,I_x
0.165,0.27432,0.10116,0.7239,3.085,0.872,0.3556,0.3312,0.00810731966556,0.004108379,0.165832933
